Name, Theo_Area, Wet_Area, Theo_Vol, Wet_Vol
body,2225.870123,2216.442416,2151.232968,2144.514858
nosecone,375.536658,341.271118,444.606456,404.490145
fins_xy,194.884844,194.884844,11.605723,11.605723
fins_xy,194.884844,194.884844,11.605723,11.605723
fins_xy,194.884844,194.884844,11.605723,11.605723
fins_xy,194.884844,194.884844,11.605723,11.605723
Totals,3380.946158,3337.252910,2642.262317,2595.427897

Tag_Name, Tag_Theo_Area, Tag_Wet_Area
body_S_Surf0,2225.870123,2216.442416
nosecone_S_Surf0,375.536658,341.271118
fins_xy_S_Surf0,194.884844,194.884844
fins_xy_S_Surf1,194.884844,194.884844
fins_xy_S_Surf2,194.884844,194.884844
fins_xy_S_Surf3,194.884844,194.884844
