# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
6

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,body,0,XYRCJGIIEM,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,25,17
# x,y,z,u,w
6.471875000000000000e+01, -3.685452201277599649e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.112713207665597892e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.125000000000000000e+00, 2.250000000000000000e+00, 1.750000000000000000e+00, 6.471875000000000000e+01, -3.685452201277599649e+00, 0.000000000000000000e+00
6.471875000000000000e+01, -4.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.125000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 6.471875000000000000e+01, -4.000000000000000000e+00, 0.000000000000000000e+00
6.925000000000000000e+01, 4.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.250000000000000000e+00, 4.000000000000000000e+00, 0.000000000000000000e+00, 6.925000000000000000e+01, 4.000000000000000000e+00, 0.000000000000000000e+00
6.925000000000000000e+01, 3.685452201277599649e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.112713207665597892e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.250000000000000000e+00, 3.750000000000000000e+00, 2.500000000000000000e-01, 6.925000000000000000e+01, 3.685452201277599649e+00, 0.000000000000000000e+00
6.925000000000000000e+01, 2.827872536740265730e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.655745073480531460e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.250000000000000000e+00, 3.500000000000000000e+00, 5.000000000000000000e-01, 6.925000000000000000e+01, 2.827872536740265730e+00, 0.000000000000000000e+00
6.925000000000000000e+01, 1.556356603832798946e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 7.370904402555199297e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.250000000000000000e+00, 3.250000000000000000e+00, 7.500000000000000000e-01, 6.925000000000000000e+01, 1.556356603832798946e+00, 0.000000000000000000e+00
6.925000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.250000000000000000e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 6.925000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00
6.925000000000000000e+01, -1.556356603832799834e+00, 0.000000000000000000e+00, 4.440892098500626162e-16, 7.370904402555199297e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.250000000000000000e+00, 2.750000000000000000e+00, 1.250000000000000000e+00, 6.925000000000000000e+01, -1.556356603832799390e+00, 0.000000000000000000e+00
6.925000000000000000e+01, -2.827872536740265730e+00, 0.000000000000000000e+00, 4.440892098500626162e-16, 5.655745073480531460e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.250000000000000000e+00, 2.500000000000000000e+00, 1.500000000000000000e+00, 6.925000000000000000e+01, -2.827872536740266174e+00, 0.000000000000000000e+00
6.925000000000000000e+01, -3.685452201277599649e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.112713207665597892e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.250000000000000000e+00, 2.250000000000000000e+00, 1.750000000000000000e+00, 6.925000000000000000e+01, -3.685452201277599649e+00, 0.000000000000000000e+00
6.925000000000000000e+01, -4.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.250000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 6.925000000000000000e+01, -4.000000000000000000e+00, 0.000000000000000000e+00
7.565625000000000000e+01, 4.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.375000000000000000e+00, 4.000000000000000000e+00, 0.000000000000000000e+00, 7.565625000000000000e+01, 4.000000000000000000e+00, 0.000000000000000000e+00
7.565625000000000000e+01, 3.685452201277599649e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.112713207665597892e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.375000000000000000e+00, 3.750000000000000000e+00, 2.500000000000000000e-01, 7.565625000000000000e+01, 3.685452201277599649e+00, 0.000000000000000000e+00
7.565625000000000000e+01, 2.827872536740265730e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.655745073480531460e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.375000000000000000e+00, 3.500000000000000000e+00, 5.000000000000000000e-01, 7.565625000000000000e+01, 2.827872536740265730e+00, 0.000000000000000000e+00
7.565625000000000000e+01, 1.556356603832798946e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 7.370904402555199297e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.375000000000000000e+00, 3.250000000000000000e+00, 7.500000000000000000e-01, 7.565625000000000000e+01, 1.556356603832798946e+00, 0.000000000000000000e+00
7.565625000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.375000000000000000e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 7.565625000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00
7.565625000000000000e+01, -1.556356603832799834e+00, 0.000000000000000000e+00, 4.440892098500626162e-16, 7.370904402555199297e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.375000000000000000e+00, 2.750000000000000000e+00, 1.250000000000000000e+00, 7.565625000000000000e+01, -1.556356603832799390e+00, 0.000000000000000000e+00
7.565625000000000000e+01, -2.827872536740265730e+00, 0.000000000000000000e+00, 4.440892098500626162e-16, 5.655745073480531460e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.375000000000000000e+00, 2.500000000000000000e+00, 1.500000000000000000e+00, 7.565625000000000000e+01, -2.827872536740266174e+00, 0.000000000000000000e+00
7.565625000000000000e+01, -3.685452201277599649e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.112713207665597892e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.375000000000000000e+00, 2.250000000000000000e+00, 1.750000000000000000e+00, 7.565625000000000000e+01, -3.685452201277599649e+00, 0.000000000000000000e+00
7.565625000000000000e+01, -4.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.375000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 7.565625000000000000e+01, -4.000000000000000000e+00, 0.000000000000000000e+00
8.300000000000000000e+01, 4.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.500000000000000000e+00, 4.000000000000000000e+00, 0.000000000000000000e+00, 8.300000000000000000e+01, 4.000000000000000000e+00, 0.000000000000000000e+00
8.300000000000000000e+01, 3.685452201277599649e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.112713207665597892e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.500000000000000000e+00, 3.750000000000000000e+00, 2.500000000000000000e-01, 8.300000000000000000e+01, 3.685452201277599649e+00, 0.000000000000000000e+00
8.300000000000000000e+01, 2.827872536740265730e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.655745073480531460e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.500000000000000000e+00, 3.500000000000000000e+00, 5.000000000000000000e-01, 8.300000000000000000e+01, 2.827872536740265730e+00, 0.000000000000000000e+00
8.300000000000000000e+01, 1.556356603832798946e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 7.370904402555199297e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.500000000000000000e+00, 3.250000000000000000e+00, 7.500000000000000000e-01, 8.300000000000000000e+01, 1.556356603832798946e+00, 0.000000000000000000e+00
8.300000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.500000000000000000e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 8.300000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00
8.300000000000000000e+01, -1.556356603832799834e+00, 0.000000000000000000e+00, 4.440892098500626162e-16, 7.370904402555199297e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.500000000000000000e+00, 2.750000000000000000e+00, 1.250000000000000000e+00, 8.300000000000000000e+01, -1.556356603832799390e+00, 0.000000000000000000e+00
8.300000000000000000e+01, -2.827872536740265730e+00, 0.000000000000000000e+00, 4.440892098500626162e-16, 5.655745073480531460e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.500000000000000000e+00, 2.500000000000000000e+00, 1.500000000000000000e+00, 8.300000000000000000e+01, -2.827872536740266174e+00, 0.000000000000000000e+00
8.300000000000000000e+01, -3.685452201277599649e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.112713207665597892e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.500000000000000000e+00, 2.250000000000000000e+00, 1.750000000000000000e+00, 8.300000000000000000e+01, -3.685452201277599649e+00, 0.000000000000000000e+00
8.300000000000000000e+01, -4.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.500000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 8.300000000000000000e+01, -4.000000000000000000e+00, 0.000000000000000000e+00
9.034375000000000000e+01, 4.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.625000000000000000e+00, 4.000000000000000000e+00, 0.000000000000000000e+00, 9.034375000000000000e+01, 4.000000000000000000e+00, 0.000000000000000000e+00
9.034375000000000000e+01, 3.685452201277599649e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.112713207665597892e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.625000000000000000e+00, 3.750000000000000000e+00, 2.500000000000000000e-01, 9.034375000000000000e+01, 3.685452201277599649e+00, 0.000000000000000000e+00
9.034375000000000000e+01, 2.827872536740265730e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.655745073480531460e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.625000000000000000e+00, 3.500000000000000000e+00, 5.000000000000000000e-01, 9.034375000000000000e+01, 2.827872536740265730e+00, 0.000000000000000000e+00
9.034375000000000000e+01, 1.556356603832798946e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 7.370904402555199297e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.625000000000000000e+00, 3.250000000000000000e+00, 7.500000000000000000e-01, 9.034375000000000000e+01, 1.556356603832798946e+00, 0.000000000000000000e+00
9.034375000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.625000000000000000e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 9.034375000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00
9.034375000000000000e+01, -1.556356603832799834e+00, 0.000000000000000000e+00, 4.440892098500626162e-16, 7.370904402555199297e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.625000000000000000e+00, 2.750000000000000000e+00, 1.250000000000000000e+00, 9.034375000000000000e+01, -1.556356603832799390e+00, 0.000000000000000000e+00
9.034375000000000000e+01, -2.827872536740265730e+00, 0.000000000000000000e+00, 4.440892098500626162e-16, 5.655745073480531460e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.625000000000000000e+00, 2.500000000000000000e+00, 1.500000000000000000e+00, 9.034375000000000000e+01, -2.827872536740266174e+00, 0.000000000000000000e+00
9.034375000000000000e+01, -3.685452201277599649e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.112713207665597892e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.625000000000000000e+00, 2.250000000000000000e+00, 1.750000000000000000e+00, 9.034375000000000000e+01, -3.685452201277599649e+00, 0.000000000000000000e+00
9.034375000000000000e+01, -4.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.625000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 9.034375000000000000e+01, -4.000000000000000000e+00, 0.000000000000000000e+00
9.675000000000000000e+01, 4.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.750000000000000000e+00, 4.000000000000000000e+00, 0.000000000000000000e+00, 9.675000000000000000e+01, 4.000000000000000000e+00, 0.000000000000000000e+00
9.675000000000000000e+01, 3.685452201277599649e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.112713207665597892e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.750000000000000000e+00, 3.750000000000000000e+00, 2.500000000000000000e-01, 9.675000000000000000e+01, 3.685452201277599649e+00, 0.000000000000000000e+00
9.675000000000000000e+01, 2.827872536740265730e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.655745073480531460e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.750000000000000000e+00, 3.500000000000000000e+00, 5.000000000000000000e-01, 9.675000000000000000e+01, 2.827872536740265730e+00, 0.000000000000000000e+00
9.675000000000000000e+01, 1.556356603832798946e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 7.370904402555199297e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.750000000000000000e+00, 3.250000000000000000e+00, 7.500000000000000000e-01, 9.675000000000000000e+01, 1.556356603832798946e+00, 0.000000000000000000e+00
9.675000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.750000000000000000e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 9.675000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00
9.675000000000000000e+01, -1.556356603832799834e+00, 0.000000000000000000e+00, 4.440892098500626162e-16, 7.370904402555199297e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.750000000000000000e+00, 2.750000000000000000e+00, 1.250000000000000000e+00, 9.675000000000000000e+01, -1.556356603832799390e+00, 0.000000000000000000e+00
9.675000000000000000e+01, -2.827872536740265730e+00, 0.000000000000000000e+00, 4.440892098500626162e-16, 5.655745073480531460e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.750000000000000000e+00, 2.500000000000000000e+00, 1.500000000000000000e+00, 9.675000000000000000e+01, -2.827872536740266174e+00, 0.000000000000000000e+00
9.675000000000000000e+01, -3.685452201277599649e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.112713207665597892e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.750000000000000000e+00, 2.250000000000000000e+00, 1.750000000000000000e+00, 9.675000000000000000e+01, -3.685452201277599649e+00, 0.000000000000000000e+00
9.675000000000000000e+01, -4.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.750000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 9.675000000000000000e+01, -4.000000000000000000e+00, 0.000000000000000000e+00
1.012812500000000000e+02, 4.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.875000000000000000e+00, 4.000000000000000000e+00, 0.000000000000000000e+00, 1.012812500000000000e+02, 4.000000000000000000e+00, 0.000000000000000000e+00
1.012812500000000000e+02, 3.685452201277599649e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.112713207665597892e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.875000000000000000e+00, 3.750000000000000000e+00, 2.500000000000000000e-01, 1.012812500000000000e+02, 3.685452201277599649e+00, 0.000000000000000000e+00
1.012812500000000000e+02, 2.827872536740265730e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.655745073480531460e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.875000000000000000e+00, 3.500000000000000000e+00, 5.000000000000000000e-01, 1.012812500000000000e+02, 2.827872536740265730e+00, 0.000000000000000000e+00
1.012812500000000000e+02, 1.556356603832798946e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 7.370904402555199297e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.875000000000000000e+00, 3.250000000000000000e+00, 7.500000000000000000e-01, 1.012812500000000000e+02, 1.556356603832798946e+00, 0.000000000000000000e+00
1.012812500000000000e+02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.875000000000000000e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 1.012812500000000000e+02, 0.000000000000000000e+00, 0.000000000000000000e+00
1.012812500000000000e+02, -1.556356603832799834e+00, 0.000000000000000000e+00, 4.440892098500626162e-16, 7.370904402555199297e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.875000000000000000e+00, 2.750000000000000000e+00, 1.250000000000000000e+00, 1.012812500000000000e+02, -1.556356603832799390e+00, 0.000000000000000000e+00
1.012812500000000000e+02, -2.827872536740265730e+00, 0.000000000000000000e+00, 4.440892098500626162e-16, 5.655745073480531460e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.875000000000000000e+00, 2.500000000000000000e+00, 1.500000000000000000e+00, 1.012812500000000000e+02, -2.827872536740266174e+00, 0.000000000000000000e+00
1.012812500000000000e+02, -3.685452201277599649e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.112713207665597892e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.875000000000000000e+00, 2.250000000000000000e+00, 1.750000000000000000e+00, 1.012812500000000000e+02, -3.685452201277599649e+00, 0.000000000000000000e+00
1.012812500000000000e+02, -4.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.875000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 1.012812500000000000e+02, -4.000000000000000000e+00, 0.000000000000000000e+00
1.030000000000000000e+02, 4.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 4.000000000000000000e+00, 0.000000000000000000e+00, 1.030000000000000000e+02, 4.000000000000000000e+00, 0.000000000000000000e+00
1.030000000000000000e+02, 3.685452201277599649e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.112713207665597892e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 3.000000000000000000e+00, 3.750000000000000000e+00, 2.500000000000000000e-01, 1.030000000000000000e+02, 3.685452201277599649e+00, 0.000000000000000000e+00
1.030000000000000000e+02, 2.827872536740265730e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.655745073480531460e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 3.000000000000000000e+00, 3.500000000000000000e+00, 5.000000000000000000e-01, 1.030000000000000000e+02, 2.827872536740265730e+00, 0.000000000000000000e+00
1.030000000000000000e+02, 1.556356603832798946e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 7.370904402555199297e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 3.000000000000000000e+00, 3.250000000000000000e+00, 7.500000000000000000e-01, 1.030000000000000000e+02, 1.556356603832798946e+00, 0.000000000000000000e+00
1.030000000000000000e+02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 1.030000000000000000e+02, 0.000000000000000000e+00, 0.000000000000000000e+00
1.030000000000000000e+02, -1.556356603832799834e+00, 0.000000000000000000e+00, 4.440892098500626162e-16, 7.370904402555199297e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 3.000000000000000000e+00, 2.750000000000000000e+00, 1.250000000000000000e+00, 1.030000000000000000e+02, -1.556356603832799390e+00, 0.000000000000000000e+00
1.030000000000000000e+02, -2.827872536740265730e+00, 0.000000000000000000e+00, 4.440892098500626162e-16, 5.655745073480531460e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 3.000000000000000000e+00, 2.500000000000000000e+00, 1.500000000000000000e+00, 1.030000000000000000e+02, -2.827872536740266174e+00, 0.000000000000000000e+00
1.030000000000000000e+02, -3.685452201277599649e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.112713207665597892e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 3.000000000000000000e+00, 2.250000000000000000e+00, 1.750000000000000000e+00, 1.030000000000000000e+02, -3.685452201277599649e+00, 0.000000000000000000e+00
1.030000000000000000e+02, -4.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 1.030000000000000000e+02, -4.000000000000000000e+00, 0.000000000000000000e+00
# DegenGeom Type,nXsecs,nPnts/Xsec
PLATE,25,9
# nx,ny,nz
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, -0.000000000000000000e+00
# x,y,z,zCamber,t,nCamberx,nCambery,nCamberz,u,wTop,wBot,xxCamber,xyCamber,xzCamber
0.000000000000000000e+00, 0.000000000000000000e+00, -3.084999999999999520e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -3.084999999999999520e+00
0.000000000000000000e+00, 0.000000000000000000e+00, -2.842405010235347973e+00, 0.000000000000000000e+00, 2.400680061412092670e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 7.500000000000000000e-01, 1.250000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.842405010235347973e+00
0.000000000000000000e+00, 0.000000000000000000e+00, -2.180996693960929989e+00, 0.000000000000000000e+00, 4.361993387921859977e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.000000000000000000e-01, 1.500000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.180996693960929989e+00
0.000000000000000000e+00, 0.000000000000000000e+00, -1.200340030706045891e+00, 4.440892098500626162e-16, 5.684810020470695946e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.500000000000000000e-01, 1.750000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.200340030706046335e+00
