# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
6

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,body,0,XYRCJGIIEM,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,25,17
# x,y,z,u,w
8.600583090379008144e-01, -2.180996693960929989e+00, 2.180996693960929989e+00, 7.142857142857142461e-02, 2.500000000000000000e+00
8.600583090379008144e-01, -1.200340030706046779e+00, 2.842405010235347973e+00, 7.142857142857142461e-02, 2.750000000000000000e+00
8.600583090379008144e-01, 0.000000000000000000e+00, 3.084999999999999520e+00, 7.142857142857142461e-02, 3.000000000000000000e+00
8.600583090379008144e-01, 1.200340030706046779e+00, 2.842405010235347973e+00, 7.142857142857142461e-02, 3.250000000000000000e+00
8.600583090379008144e-01, 2.180996693960929989e+00, 2.180996693960929989e+00, 7.142857142857142461e-02, 3.500000000000000000e+00
8.600583090379008144e-01, 2.842405010235347973e+00, 1.200340030706046779e+00, 7.142857142857142461e-02, 3.750000000000000000e+00
8.600583090379008144e-01, 3.084999999999999520e+00, 0.000000000000000000e+00, 7.142857142857142461e-02, 4.000000000000000000e+00
3.268221574344023495e+00, 3.085000000000000853e+00, 0.000000000000000000e+00, 1.428571428571428492e-01, 0.000000000000000000e+00
3.268221574344023495e+00, 2.842405010235348861e+00, -1.200340030706046335e+00, 1.428571428571428492e-01, 2.500000000000000000e-01
3.268221574344023495e+00, 2.180996693960929989e+00, -2.180996693960929989e+00, 1.428571428571428492e-01, 5.000000000000000000e-01
3.268221574344023495e+00, 1.200340030706046335e+00, -2.842405010235348861e+00, 1.428571428571428492e-01, 7.500000000000000000e-01
3.268221574344023495e+00, 0.000000000000000000e+00, -3.085000000000000853e+00, 1.428571428571428492e-01, 1.000000000000000000e+00
3.268221574344023495e+00, -1.200340030706046335e+00, -2.842405010235348861e+00, 1.428571428571428492e-01, 1.250000000000000000e+00
3.268221574344023495e+00, -2.180996693960929989e+00, -2.180996693960929989e+00, 1.428571428571428492e-01, 1.500000000000000000e+00
3.268221574344023495e+00, -2.842405010235348861e+00, -1.200340030706046335e+00, 1.428571428571428492e-01, 1.750000000000000000e+00
3.268221574344023495e+00, -3.085000000000000853e+00, 0.000000000000000000e+00, 1.428571428571428492e-01, 2.000000000000000000e+00
3.268221574344023495e+00, -2.842405010235348861e+00, 1.200340030706046335e+00, 1.428571428571428492e-01, 2.250000000000000000e+00
3.268221574344023495e+00, -2.180996693960929989e+00, 2.180996693960929989e+00, 1.428571428571428492e-01, 2.500000000000000000e+00
3.268221574344023495e+00, -1.200340030706046335e+00, 2.842405010235348861e+00, 1.428571428571428492e-01, 2.750000000000000000e+00
3.268221574344023495e+00, 0.000000000000000000e+00, 3.085000000000000853e+00, 1.428571428571428492e-01, 3.000000000000000000e+00
3.268221574344023495e+00, 1.200340030706046335e+00, 2.842405010235348861e+00, 1.428571428571428492e-01, 3.250000000000000000e+00
3.268221574344023495e+00, 2.180996693960929989e+00, 2.180996693960929989e+00, 1.428571428571428492e-01, 3.500000000000000000e+00
3.268221574344023495e+00, 2.842405010235348861e+00, 1.200340030706046335e+00, 1.428571428571428492e-01, 3.750000000000000000e+00
3.268221574344023495e+00, 3.085000000000000853e+00, 0.000000000000000000e+00, 1.428571428571428492e-01, 4.000000000000000000e+00
6.966472303206996841e+00, 3.084999999999999964e+00, 0.000000000000000000e+00, 2.142857142857142738e-01, 0.000000000000000000e+00
6.966472303206996841e+00, 2.842405010235347973e+00, -1.200340030706046335e+00, 2.142857142857142738e-01, 2.500000000000000000e-01
6.966472303206996841e+00, 2.180996693960929989e+00, -2.180996693960929989e+00, 2.142857142857142738e-01, 5.000000000000000000e-01
6.966472303206996841e+00, 1.200340030706046335e+00, -2.842405010235347973e+00, 2.142857142857142738e-01, 7.500000000000000000e-01
6.966472303206996841e+00, 0.000000000000000000e+00, -3.084999999999999964e+00, 2.142857142857142738e-01, 1.000000000000000000e+00
6.966472303206996841e+00, -1.200340030706046335e+00, -2.842405010235347973e+00, 2.142857142857142738e-01, 1.250000000000000000e+00
6.966472303206996841e+00, -2.180996693960929989e+00, -2.180996693960929989e+00, 2.142857142857142738e-01, 1.500000000000000000e+00
6.966472303206996841e+00, -2.842405010235347973e+00, -1.200340030706046335e+00, 2.142857142857142738e-01, 1.750000000000000000e+00
6.966472303206996841e+00, -3.084999999999999964e+00, 0.000000000000000000e+00, 2.142857142857142738e-01, 2.000000000000000000e+00
6.966472303206996841e+00, -2.842405010235347973e+00, 1.200340030706046335e+00, 2.142857142857142738e-01, 2.250000000000000000e+00
6.966472303206996841e+00, -2.180996693960929989e+00, 2.180996693960929989e+00, 2.142857142857142738e-01, 2.500000000000000000e+00
6.966472303206996841e+00, -1.200340030706046335e+00, 2.842405010235347973e+00, 2.142857142857142738e-01, 2.750000000000000000e+00
6.966472303206996841e+00, 0.000000000000000000e+00, 3.084999999999999964e+00, 2.142857142857142738e-01, 3.000000000000000000e+00
6.966472303206996841e+00, 1.200340030706046335e+00, 2.842405010235347973e+00, 2.142857142857142738e-01, 3.250000000000000000e+00
6.966472303206996841e+00, 2.180996693960929989e+00, 2.180996693960929989e+00, 2.142857142857142738e-01, 3.500000000000000000e+00
6.966472303206996841e+00, 2.842405010235347973e+00, 1.200340030706046335e+00, 2.142857142857142738e-01, 3.750000000000000000e+00
6.966472303206996841e+00, 3.084999999999999964e+00, 0.000000000000000000e+00, 2.142857142857142738e-01, 4.000000000000000000e+00
1.169679300291545232e+01, 3.084999999999999520e+00, 0.000000000000000000e+00, 2.857142857142856984e-01, 0.000000000000000000e+00
1.169679300291545232e+01, 2.842405010235347973e+00, -1.200340030706046335e+00, 2.857142857142856984e-01, 2.500000000000000000e-01
1.169679300291545232e+01, 2.180996693960929989e+00, -2.180996693960929989e+00, 2.857142857142856984e-01, 5.000000000000000000e-01
1.169679300291545232e+01, 1.200340030706046335e+00, -2.842405010235347973e+00, 2.857142857142856984e-01, 7.500000000000000000e-01
1.169679300291545232e+01, 0.000000000000000000e+00, -3.084999999999999520e+00, 2.857142857142856984e-01, 1.000000000000000000e+00
1.169679300291545232e+01, -1.200340030706046335e+00, -2.842405010235347973e+00, 2.857142857142856984e-01, 1.250000000000000000e+00
1.169679300291545232e+01, -2.180996693960929989e+00, -2.180996693960929989e+00, 2.857142857142856984e-01, 1.500000000000000000e+00
1.169679300291545232e+01, -2.842405010235347973e+00, -1.200340030706046335e+00, 2.857142857142856984e-01, 1.750000000000000000e+00
1.169679300291545232e+01, -3.084999999999999520e+00, 0.000000000000000000e+00, 2.857142857142856984e-01, 2.000000000000000000e+00
1.169679300291545232e+01, -2.842405010235347973e+00, 1.200340030706046335e+00, 2.857142857142856984e-01, 2.250000000000000000e+00
1.169679300291545232e+01, -2.180996693960929989e+00, 2.180996693960929989e+00, 2.857142857142856984e-01, 2.500000000000000000e+00
1.169679300291545232e+01, -1.200340030706046335e+00, 2.842405010235347973e+00, 2.857142857142856984e-01, 2.750000000000000000e+00
1.169679300291545232e+01, 0.000000000000000000e+00, 3.084999999999999520e+00, 2.857142857142856984e-01, 3.000000000000000000e+00
1.169679300291545232e+01, 1.200340030706046335e+00, 2.842405010235347973e+00, 2.857142857142856984e-01, 3.250000000000000000e+00
1.169679300291545232e+01, 2.180996693960929989e+00, 2.180996693960929989e+00, 2.857142857142856984e-01, 3.500000000000000000e+00
1.169679300291545232e+01, 2.842405010235347973e+00, 1.200340030706046335e+00, 2.857142857142856984e-01, 3.750000000000000000e+00
1.169679300291545232e+01, 3.084999999999999520e+00, 0.000000000000000000e+00, 2.857142857142856984e-01, 4.000000000000000000e+00
1.720116618075801895e+01, 3.084999999999999520e+00, 0.000000000000000000e+00, 3.571428571428571508e-01, 0.000000000000000000e+00
1.720116618075801895e+01, 2.842405010235347973e+00, -1.200340030706046335e+00, 3.571428571428571508e-01, 2.500000000000000000e-01
1.720116618075801895e+01, 2.180996693960929989e+00, -2.180996693960929989e+00, 3.571428571428571508e-01, 5.000000000000000000e-01
1.720116618075801895e+01, 1.200340030706046335e+00, -2.842405010235347973e+00, 3.571428571428571508e-01, 7.500000000000000000e-01
1.720116618075801895e+01, 0.000000000000000000e+00, -3.084999999999999520e+00, 3.571428571428571508e-01, 1.000000000000000000e+00
1.720116618075801895e+01, -1.200340030706046335e+00, -2.842405010235347973e+00, 3.571428571428571508e-01, 1.250000000000000000e+00
1.720116618075801895e+01, -2.180996693960929989e+00, -2.180996693960929989e+00, 3.571428571428571508e-01, 1.500000000000000000e+00
1.720116618075801895e+01, -2.842405010235347973e+00, -1.200340030706046335e+00, 3.571428571428571508e-01, 1.750000000000000000e+00
1.720116618075801895e+01, -3.084999999999999520e+00, 0.000000000000000000e+00, 3.571428571428571508e-01, 2.000000000000000000e+00
1.720116618075801895e+01, -2.842405010235347973e+00, 1.200340030706046335e+00, 3.571428571428571508e-01, 2.250000000000000000e+00
1.720116618075801895e+01, -2.180996693960929989e+00, 2.180996693960929989e+00, 3.571428571428571508e-01, 2.500000000000000000e+00
1.720116618075801895e+01, -1.200340030706046335e+00, 2.842405010235347973e+00, 3.571428571428571508e-01, 2.750000000000000000e+00
1.720116618075801895e+01, 0.000000000000000000e+00, 3.084999999999999520e+00, 3.571428571428571508e-01, 3.000000000000000000e+00
1.720116618075801895e+01, 1.200340030706046335e+00, 2.842405010235347973e+00, 3.571428571428571508e-01, 3.250000000000000000e+00
1.720116618075801895e+01, 2.180996693960929989e+00, 2.180996693960929989e+00, 3.571428571428571508e-01, 3.500000000000000000e+00
1.720116618075801895e+01, 2.842405010235347973e+00, 1.200340030706046335e+00, 3.571428571428571508e-01, 3.750000000000000000e+00
1.720116618075801895e+01, 3.084999999999999520e+00, 0.000000000000000000e+00, 3.571428571428571508e-01, 4.000000000000000000e+00
2.322157434402332044e+01, 3.084999999999999076e+00, 0.000000000000000000e+00, 4.285714285714285476e-01, 0.000000000000000000e+00
2.322157434402332044e+01, 2.842405010235347973e+00, -1.200340030706046335e+00, 4.285714285714285476e-01, 2.500000000000000000e-01
2.322157434402332044e+01, 2.180996693960929989e+00, -2.180996693960929989e+00, 4.285714285714285476e-01, 5.000000000000000000e-01
2.322157434402332044e+01, 1.200340030706046335e+00, -2.842405010235347973e+00, 4.285714285714285476e-01, 7.500000000000000000e-01
2.322157434402332044e+01, 0.000000000000000000e+00, -3.084999999999999076e+00, 4.285714285714285476e-01, 1.000000000000000000e+00
2.322157434402332044e+01, -1.200340030706046335e+00, -2.842405010235347973e+00, 4.285714285714285476e-01, 1.250000000000000000e+00
2.322157434402332044e+01, -2.180996693960929989e+00, -2.180996693960929989e+00, 4.285714285714285476e-01, 1.500000000000000000e+00
2.322157434402332044e+01, -2.842405010235347973e+00, -1.200340030706046335e+00, 4.285714285714285476e-01, 1.750000000000000000e+00
2.322157434402332044e+01, -3.084999999999999076e+00, 0.000000000000000000e+00, 4.285714285714285476e-01, 2.000000000000000000e+00
2.322157434402332044e+01, -2.842405010235347973e+00, 1.200340030706046335e+00, 4.285714285714285476e-01, 2.250000000000000000e+00
2.322157434402332044e+01, -2.180996693960929989e+00, 2.180996693960929989e+00, 4.285714285714285476e-01, 2.500000000000000000e+00
2.322157434402332044e+01, -1.200340030706046335e+00, 2.842405010235347973e+00, 4.285714285714285476e-01, 2.750000000000000000e+00
2.322157434402332044e+01, 0.000000000000000000e+00, 3.084999999999999076e+00, 4.285714285714285476e-01, 3.000000000000000000e+00
2.322157434402332044e+01, 1.200340030706046335e+00, 2.842405010235347973e+00, 4.285714285714285476e-01, 3.250000000000000000e+00
2.322157434402332044e+01, 2.180996693960929989e+00, 2.180996693960929989e+00, 4.285714285714285476e-01, 3.500000000000000000e+00
2.322157434402332044e+01, 2.842405010235347973e+00, 1.200340030706046335e+00, 4.285714285714285476e-01, 3.750000000000000000e+00
2.322157434402332044e+01, 3.084999999999999076e+00, 0.000000000000000000e+00, 4.285714285714285476e-01, 4.000000000000000000e+00
2.950000000000000000e+01, 3.084999999999999964e+00, 0.000000000000000000e+00, 5.000000000000000000e-01, 0.000000000000000000e+00
2.950000000000000000e+01, 2.842405010235348417e+00, -1.200340030706046335e+00, 5.000000000000000000e-01, 2.500000000000000000e-01
2.950000000000000000e+01, 2.180996693960929989e+00, -2.180996693960929989e+00, 5.000000000000000000e-01, 5.000000000000000000e-01
2.950000000000000000e+01, 1.200340030706046335e+00, -2.842405010235348417e+00, 5.000000000000000000e-01, 7.500000000000000000e-01
2.950000000000000000e+01, 0.000000000000000000e+00, -3.084999999999999964e+00, 5.000000000000000000e-01, 1.000000000000000000e+00
2.950000000000000000e+01, -1.200340030706046335e+00, -2.842405010235348417e+00, 5.000000000000000000e-01, 1.250000000000000000e+00
2.950000000000000000e+01, -2.180996693960929989e+00, -2.180996693960929989e+00, 5.000000000000000000e-01, 1.500000000000000000e+00
2.950000000000000000e+01, -2.842405010235348417e+00, -1.200340030706046335e+00, 5.000000000000000000e-01, 1.750000000000000000e+00
2.950000000000000000e+01, -3.084999999999999964e+00, 0.000000000000000000e+00, 5.000000000000000000e-01, 2.000000000000000000e+00
2.950000000000000000e+01, -2.842405010235348417e+00, 1.200340030706046335e+00, 5.000000000000000000e-01, 2.250000000000000000e+00
2.950000000000000000e+01, -2.180996693960929989e+00, 2.180996693960929989e+00, 5.000000000000000000e-01, 2.500000000000000000e+00
2.950000000000000000e+01, -1.200340030706046335e+00, 2.842405010235348417e+00, 5.000000000000000000e-01, 2.750000000000000000e+00
2.950000000000000000e+01, 0.000000000000000000e+00, 3.084999999999999964e+00, 5.000000000000000000e-01, 3.000000000000000000e+00
2.950000000000000000e+01, 1.200340030706046335e+00, 2.842405010235348417e+00, 5.000000000000000000e-01, 3.250000000000000000e+00
2.950000000000000000e+01, 2.180996693960929989e+00, 2.180996693960929989e+00, 5.000000000000000000e-01, 3.500000000000000000e+00
2.950000000000000000e+01, 2.842405010235348417e+00, 1.200340030706046335e+00, 5.000000000000000000e-01, 3.750000000000000000e+00
2.950000000000000000e+01, 3.084999999999999964e+00, 0.000000000000000000e+00, 5.000000000000000000e-01, 4.000000000000000000e+00
3.577842565597667601e+01, 3.084999999999999964e+00, 0.000000000000000000e+00, 5.714285714285713969e-01, 0.000000000000000000e+00
3.577842565597667601e+01, 2.842405010235348861e+00, -1.200340030706046335e+00, 5.714285714285713969e-01, 2.500000000000000000e-01
3.577842565597667601e+01, 2.180996693960929989e+00, -2.180996693960929989e+00, 5.714285714285713969e-01, 5.000000000000000000e-01
3.577842565597667601e+01, 1.200340030706046335e+00, -2.842405010235348861e+00, 5.714285714285713969e-01, 7.500000000000000000e-01
3.577842565597667601e+01, 0.000000000000000000e+00, -3.084999999999999964e+00, 5.714285714285713969e-01, 1.000000000000000000e+00
3.577842565597667601e+01, -1.200340030706046335e+00, -2.842405010235348861e+00, 5.714285714285713969e-01, 1.250000000000000000e+00
3.577842565597667601e+01, -2.180996693960929989e+00, -2.180996693960929989e+00, 5.714285714285713969e-01, 1.500000000000000000e+00
3.577842565597667601e+01, -2.842405010235348861e+00, -1.200340030706046335e+00, 5.714285714285713969e-01, 1.750000000000000000e+00
3.577842565597667601e+01, -3.084999999999999964e+00, 0.000000000000000000e+00, 5.714285714285713969e-01, 2.000000000000000000e+00
3.577842565597667601e+01, -2.842405010235348861e+00, 1.200340030706046335e+00, 5.714285714285713969e-01, 2.250000000000000000e+00
3.577842565597667601e+01, -2.180996693960929989e+00, 2.180996693960929989e+00, 5.714285714285713969e-01, 2.500000000000000000e+00
3.577842565597667601e+01, -1.200340030706046335e+00, 2.842405010235348861e+00, 5.714285714285713969e-01, 2.750000000000000000e+00
3.577842565597667601e+01, 0.000000000000000000e+00, 3.084999999999999964e+00, 5.714285714285713969e-01, 3.000000000000000000e+00
3.577842565597667601e+01, 1.200340030706046335e+00, 2.842405010235348861e+00, 5.714285714285713969e-01, 3.250000000000000000e+00
3.577842565597667601e+01, 2.180996693960929989e+00, 2.180996693960929989e+00, 5.714285714285713969e-01, 3.500000000000000000e+00
3.577842565597667601e+01, 2.842405010235348861e+00, 1.200340030706046335e+00, 5.714285714285713969e-01, 3.750000000000000000e+00
3.577842565597667601e+01, 3.084999999999999964e+00, 0.000000000000000000e+00, 5.714285714285713969e-01, 4.000000000000000000e+00
4.179883381924198460e+01, 3.084999999999999964e+00, 0.000000000000000000e+00, 6.428571428571429047e-01, 0.000000000000000000e+00
4.179883381924198460e+01, 2.842405010235348861e+00, -1.200340030706046335e+00, 6.428571428571429047e-01, 2.500000000000000000e-01
4.179883381924198460e+01, 2.180996693960929989e+00, -2.180996693960929989e+00, 6.428571428571429047e-01, 5.000000000000000000e-01
4.179883381924198460e+01, 1.200340030706046335e+00, -2.842405010235348861e+00, 6.428571428571429047e-01, 7.500000000000000000e-01
4.179883381924198460e+01, 0.000000000000000000e+00, -3.084999999999999964e+00, 6.428571428571429047e-01, 1.000000000000000000e+00
4.179883381924198460e+01, -1.200340030706046335e+00, -2.842405010235348861e+00, 6.428571428571429047e-01, 1.250000000000000000e+00
4.179883381924198460e+01, -2.180996693960929989e+00, -2.180996693960929989e+00, 6.428571428571429047e-01, 1.500000000000000000e+00
4.179883381924198460e+01, -2.842405010235348861e+00, -1.200340030706046335e+00, 6.428571428571429047e-01, 1.750000000000000000e+00
4.179883381924198460e+01, -3.084999999999999964e+00, 0.000000000000000000e+00, 6.428571428571429047e-01, 2.000000000000000000e+00
4.179883381924198460e+01, -2.842405010235348861e+00, 1.200340030706046335e+00, 6.428571428571429047e-01, 2.250000000000000000e+00
4.179883381924198460e+01, -2.180996693960929989e+00, 2.180996693960929989e+00, 6.428571428571429047e-01, 2.500000000000000000e+00
4.179883381924198460e+01, -1.200340030706046335e+00, 2.842405010235348861e+00, 6.428571428571429047e-01, 2.750000000000000000e+00
4.179883381924198460e+01, 0.000000000000000000e+00, 3.084999999999999964e+00, 6.428571428571429047e-01, 3.000000000000000000e+00
4.179883381924198460e+01, 1.200340030706046335e+00, 2.842405010235348861e+00, 6.428571428571429047e-01, 3.250000000000000000e+00
4.179883381924198460e+01, 2.180996693960929989e+00, 2.180996693960929989e+00, 6.428571428571429047e-01, 3.500000000000000000e+00
4.179883381924198460e+01, 2.842405010235348861e+00, 1.200340030706046335e+00, 6.428571428571429047e-01, 3.750000000000000000e+00
4.179883381924198460e+01, 3.084999999999999964e+00, 0.000000000000000000e+00, 6.428571428571429047e-01, 4.000000000000000000e+00
4.730320699708455123e+01, 3.084999999999999964e+00, 0.000000000000000000e+00, 7.142857142857143016e-01, 0.000000000000000000e+00
4.730320699708455123e+01, 2.842405010235347973e+00, -1.200340030706046335e+00, 7.142857142857143016e-01, 2.500000000000000000e-01
4.730320699708455123e+01, 2.180996693960929989e+00, -2.180996693960929989e+00, 7.142857142857143016e-01, 5.000000000000000000e-01
4.730320699708455123e+01, 1.200340030706046335e+00, -2.842405010235347973e+00, 7.142857142857143016e-01, 7.500000000000000000e-01
4.730320699708455123e+01, 0.000000000000000000e+00, -3.084999999999999964e+00, 7.142857142857143016e-01, 1.000000000000000000e+00
4.730320699708455123e+01, -1.200340030706046335e+00, -2.842405010235347973e+00, 7.142857142857143016e-01, 1.250000000000000000e+00
4.730320699708455123e+01, -2.180996693960929989e+00, -2.180996693960929989e+00, 7.142857142857143016e-01, 1.500000000000000000e+00
4.730320699708455123e+01, -2.842405010235347973e+00, -1.200340030706046335e+00, 7.142857142857143016e-01, 1.750000000000000000e+00
4.730320699708455123e+01, -3.084999999999999964e+00, 0.000000000000000000e+00, 7.142857142857143016e-01, 2.000000000000000000e+00
4.730320699708455123e+01, -2.842405010235347973e+00, 1.200340030706046335e+00, 7.142857142857143016e-01, 2.250000000000000000e+00
4.730320699708455123e+01, -2.180996693960929989e+00, 2.180996693960929989e+00, 7.142857142857143016e-01, 2.500000000000000000e+00
4.730320699708455123e+01, -1.200340030706046335e+00, 2.842405010235347973e+00, 7.142857142857143016e-01, 2.750000000000000000e+00
4.730320699708455123e+01, 0.000000000000000000e+00, 3.084999999999999964e+00, 7.142857142857143016e-01, 3.000000000000000000e+00
4.730320699708455123e+01, 1.200340030706046335e+00, 2.842405010235347973e+00, 7.142857142857143016e-01, 3.250000000000000000e+00
4.730320699708455123e+01, 2.180996693960929989e+00, 2.180996693960929989e+00, 7.142857142857143016e-01, 3.500000000000000000e+00
4.730320699708455123e+01, 2.842405010235347973e+00, 1.200340030706046335e+00, 7.142857142857143016e-01, 3.750000000000000000e+00
4.730320699708455123e+01, 3.084999999999999964e+00, 0.000000000000000000e+00, 7.142857142857143016e-01, 4.000000000000000000e+00
5.203352769679300138e+01, 3.084999999999999964e+00, 0.000000000000000000e+00, 7.857142857142856984e-01, 0.000000000000000000e+00
5.203352769679300138e+01, 2.842405010235348861e+00, -1.200340030706046335e+00, 7.857142857142856984e-01, 2.500000000000000000e-01
5.203352769679300138e+01, 2.180996693960929989e+00, -2.180996693960929989e+00, 7.857142857142856984e-01, 5.000000000000000000e-01
5.203352769679300138e+01, 1.200340030706046335e+00, -2.842405010235348861e+00, 7.857142857142856984e-01, 7.500000000000000000e-01
5.203352769679300138e+01, 0.000000000000000000e+00, -3.084999999999999964e+00, 7.857142857142856984e-01, 1.000000000000000000e+00
5.203352769679300138e+01, -1.200340030706046335e+00, -2.842405010235348861e+00, 7.857142857142856984e-01, 1.250000000000000000e+00
5.203352769679300138e+01, -2.180996693960929989e+00, -2.180996693960929989e+00, 7.857142857142856984e-01, 1.500000000000000000e+00
5.203352769679300138e+01, -2.842405010235348861e+00, -1.200340030706046335e+00, 7.857142857142856984e-01, 1.750000000000000000e+00
5.203352769679300138e+01, -3.084999999999999964e+00, 0.000000000000000000e+00, 7.857142857142856984e-01, 2.000000000000000000e+00
5.203352769679300138e+01, -2.842405010235348861e+00, 1.200340030706046335e+00, 7.857142857142856984e-01, 2.250000000000000000e+00
5.203352769679300138e+01, -2.180996693960929989e+00, 2.180996693960929989e+00, 7.857142857142856984e-01, 2.500000000000000000e+00
5.203352769679300138e+01, -1.200340030706046335e+00, 2.842405010235348861e+00, 7.857142857142856984e-01, 2.750000000000000000e+00
5.203352769679300138e+01, 0.000000000000000000e+00, 3.084999999999999964e+00, 7.857142857142856984e-01, 3.000000000000000000e+00
5.203352769679300138e+01, 1.200340030706046335e+00, 2.842405010235348861e+00, 7.857142857142856984e-01, 3.250000000000000000e+00
5.203352769679300138e+01, 2.180996693960929989e+00, 2.180996693960929989e+00, 7.857142857142856984e-01, 3.500000000000000000e+00
5.203352769679300138e+01, 2.842405010235348861e+00, 1.200340030706046335e+00, 7.857142857142856984e-01, 3.750000000000000000e+00
5.203352769679300138e+01, 3.084999999999999964e+00, 0.000000000000000000e+00, 7.857142857142856984e-01, 4.000000000000000000e+00
5.573177842565598183e+01, 3.084999999999999964e+00, 0.000000000000000000e+00, 8.571428571428570953e-01, 0.000000000000000000e+00
